Part Number,Parts,CPU,Clock speed [max] (MHz) ,DMIPS,Flash (KB),SRAM(kB),EEPROM (kB) ,GPIO,USB,USB (speed),USB (type),CAN,UART,I?C,SPI,ADC channels,ADC (bits) ,Comparators,DAC (bits) ,Timers,Timer (bits) ,SCTimer / PWM,PWM,Package name,Temperature range,Temperature sensor,Supply voltage [min] (V) ,Supply voltage [max] (V) ,Product status,Demoboard,,,,
LPC1837FET256,LPC1837FET256,Cortex-M3,180,225,1024,136,16,N,164,1,2,HS (2x),host/device,0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13028; OM13039; OM13026; OM13059; OM13010; OM13061
LPC1837JBD144,LPC1837JBD144,Cortex-M3,180,225,1024,136,16,N,83,1,2,HS (2x),host/device,1,2,4,2,2,-0,8,10,10,4,32,1,1,6,-0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13028; OM13026; OM13059; OM13061
LPC1837JET100,LPC1837JET100,Cortex-M3,180,225,1024,136,16,N,49,1,2,HS (2x),host/device,0,2,4,2,-0,-0,4,10,10,4,32,1,1,6,-0,TFBGA100,-40 °C to +105 °C,-0,-0,Production,OM13028; OM13026; OM13059; OM13061
LPC1837JET256,LPC1837JET256,Cortex-M3,180,225,1024,136,16,N,164,1,2,HS (2x),host/device,0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13028; OM13026; OM13059; OM13061
LPC1850FET180,LPC1850FET180,Cortex-M3,180,225,0,200,0,N,118,1,2,HS (2x),host/device,-0,2,4,2,2,1,8,10,10,4,32,1,1,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,OM13026; OM13059; OM13030; OM13010; OM13061; OM13039; OM13028
LPC1850FET180,LPC1850FET180/3D,Cortex-M3,180,-0,0,200,0,N,118,1,2,HS (2x),host/device,-0,2,4,2,2,1,8,10,10,4,32,1,1,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,OM13028; OM13039; OM13026; OM13059; OM13030; OM13010; OM13061
LPC1850FET256,LPC1850FET256,Cortex-M3,180,225,0,200,0,N,164,1,2,HS (2x),host/device,-0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13026; OM13059; OM13030; OM13010; OM13061; OM13039; OM13028
LPC1850FET256,LPC1850FET256/3D,Cortex-M3,180,-0,0,200,0,N,164,1,2,HS (2x),host/device,-0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13028; OM13039; OM13026; OM13059; OM13030; OM13010; OM13061
LPC1850FET2563,LPC1850FET256/CP3353,Cortex-M3,180,-0,0,200,0,N,164,1,2,HS (2x),host/device,-0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13026; OM13059; OM13030; OM13010; OM13061; OM13039; OM13028
LPC1853FET256,LPC1853FET256,Cortex-M3,180,225,512,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13028; OM13039; OM13026; OM13059; OM13010; OM13061
LPC1853JBD208,LPC1853JBD208,Cortex-M3,180,225,512,136,16,N,142,1,2,HS (2x),host/device,-0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LQFP208,-40 °C to +105 °C,2.4,3.6,Production,OM13028; OM13026; OM13059; OM13061
LPC1853JET256,LPC1853JET256,Cortex-M3,180,225,512,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13028; OM13026; OM13059; OM13061
LPC1857FET256,LPC1857FET256,Cortex-M3,180,225,1024,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13028; OM13039; OM13026; OM13059; OM13010; OM13061
LPC1857JBD208,LPC1857JBD208,Cortex-M3,180,225,1024,136,16,N,142,1,2,HS (2x),host/device,-0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LQFP208,-40 °C to +105 °C,2.4,3.6,Production,OM13028; OM13026; OM13059; OM13061
LPC1857JET256,LPC1857JET256,Cortex-M3,180,225,1024,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,2,-0,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13028; OM13026; OM13059; OM13061
LPC18S10FBD144,LPC18S10FBD144,Cortex-M3,180,225,0,136,0,Y,83,0,0,-0,-0,0,2,4,2,22,-0,8,10,10,4,32,1,-0,6,-0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,-0
LPC18S10FET100,LPC18S10FET100,Cortex-M3,180,225,0,136,0,Y,49,0,0,-0,-0,0,2,4,2,22,-0,4,10,10,4,32,1,-0,6,-0,TFBGA100,-40 °C to +85 °C,2.4,3.6,Production,-0
LPC18S30FET256,LPC18S30FET256,Cortex-M3,180,225,0,200,0,Y,164,1,2,HS (2x),host/device,0,2,4,2,22,-0,8,10,10,4,32,1,-0,6,-0,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,-0
LPC18S50FET256,LPC18S50FET256,Cortex-M3,180,225,0,200,0,Y,164,1,2,HS (2x),host/device,1,2,4,2,22,-0,8,10,10,4,32,1,-0,6,-0,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,-0
LPC4072FBD80,LPC4072FBD80,Cortex-M4,120,150,64,24,2,54,0,1,FS,host/device,0,2,4,3,3,1,8,12,0,10,4,32,6,0,LQFP80,-40 °C to +85 °C,2.4,3.6,Development,LPC4072,,
LPC4072FET80,LPC4072FET80,Cortex-M4,120,150,64,24,2,54,0,1,FS,host/device,0,2,4,3,3,1,8,12,0,10,4,32,6,0,TFBGA80,-40 °C to +85 °C,2.4,3.6,Production,LPC4074,,
LPC4074FBD144,LPC4074FBD144,Cortex-M4,120,150,128,40,2,109,0,1,FS,host/device,0,2,4,3,3,1,8,12,0,10,4,32,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,LPC4074,,
LPC4074FBD80,LPC4074FBD80,Cortex-M4,120,150,128,40,2,54,0,1,FS,host/device,0,2,4,3,3,1,8,12,0,10,4,32,6,0,LQFP80,-40 °C to +85 °C,2.4,3.6,Production,LPC4076,,
LPC4076FBD144,LPC4076FBD144,Cortex-M4F,120,152,256,80,2,109,1,1,FS,host/device,0,2,5,3,3,1,8,12,2,10,4,32,6,1,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,LPC4076,,
LPC4076FET180,LPC4076FET180,Cortex-M4F,120,152,256,80,2,142,1,1,FS,host/device,0,2,5,3,3,1,8,12,2,10,4,32,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,-0,,
LPC4078FBD100,LPC4078FBD100,Cortex-M4F,120,152,512,96,4,69,1,1,FS,host/device,0,2,5,3,3,1,8,12,2,10,4,32,6,1,LQFP100,-40 °C to +85 °C,2.4,3.6,Production,OM13038,,
LPC4078FBD144,LPC4078FBD144,Cortex-M4F,120,152,512,96,4,109,1,1,FS,host/device,0,2,5,3,3,1,8,12,2,10,4,32,6,1,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13038,,
LPC4078FBD208,LPC4078FBD208,Cortex-M4F,120,152,512,96,4,165,1,1,FS,host/device,0,2,5,3,3,1,8,12,2,10,4,32,6,1,LQFP208,-40 °C to +85 °C,2.4,3.6,Production,OM13038,,
LPC4078FBD80,LPC4078FBD80,Cortex-M4F,120,152,512,96,4,-0,1,1,FS,host/device,0,2,5,3,3,1,8,12,2,10,4,32,6,1,LQFP80,-40 °C to +85 °C,2.4,3.6,Production,OM13038,,
LPC4078FET180,LPC4078FET180,Cortex-M4F,120,152,512,96,4,142,1,1,FS,host/device,0,2,5,3,3,1,8,12,2,10,4,32,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,OM13038,,
LPC4078FET208,LPC4078FET208,Cortex-M4F,120,152,512,96,4,165,1,1,FS,host/device,0,2,5,3,3,1,8,12,2,10,4,32,6,1,TFBGA208,-40 °C to +85 °C,2.4,3.6,Production,LPC4088,,
LPC4088FBD144,LPC4088FBD144,Cortex-M4F,120,152,512,96,4,109,1,1,FS,host/device,1,2,5,3,3,1,8,12,2,10,4,32,6,1,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,LPC4088,,
LPC4088FBD208,LPC4088FBD208,Cortex-M4F,120,152,512,96,4,165,1,1,FS,host/device,1,2,5,3,3,1,8,12,2,10,4,32,6,1,LQFP208,-40 °C to +85 °C,2.4,3.6,Production,LPC4088,,
LPC4088FET180,LPC4088FET180,Cortex-M4F,120,152,512,96,4,142,1,1,FS,host/device,1,2,5,3,3,1,8,12,2,10,4,32,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,LPC4088,,
LPC4088FET208,LPC4088FET208,Cortex-M4F,120,152,512,96,4,165,1,1,FS,host/device,1,2,5,3,3,1,8,12,2,10,4,32,6,1,TFBGA208,-40 °C to +85 °C,2.4,3.6,Production,OM13079; OM13063; OM13029; OM13083,,
LPC4310FBD144,LPC4310FBD144,Cortex-M4F;M0,204,430,0,168,0,N,83,0,0,-0,-0,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4310FET100,LPC4310FET100,Cortex-M4F;M0,204,430,0,168,0,N,49,0,0,-0,-0,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,1,TFBGA100,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4310FET100,LPC4310FET100/3D,Cortex-M4F;M0,204,-0,0,168,0,N,49,0,0,-0,-0,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,1,TFBGA100,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13027; OM13031
LPC4312JBD144,LPC4312JBD144,Cortex-M4F;M0,204,430,512,104,16,N,83,0,0,-0,-0,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4312JET100,LPC4312JET100,Cortex-M4F;M0,204,430,512,104,16,N,49,0,0,-0,-0,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4313JBD144,LPC4313JBD144,Cortex-M4F;M0,204,430,512,104,16,N,83,0,0,-0,-0,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4313JET100,LPC4313JET100,Cortex-M4F;M0,204,430,512,104,16,N,49,0,0,-0,-0,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4315JBD144,LPC4315JBD144,Cortex-M4F;M0,204,430,768,136,16,N,83,0,0,-0,-0,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4315JET100,LPC4315JET100,Cortex-M4F;M0,204,430,768,136,16,N,49,0,0,-0,-0,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4317JBD144,LPC4317JBD144,Cortex-M4F;M0,204,430,1024,136,16,N,83,0,0,-0,-0,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4317JET100,LPC4317JET100,Cortex-M4F;M0,204,430,1024,136,16,N,49,0,0,-0,-0,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4320FBD144,LPC4320FBD144,Cortex-M4F;M0,204,430,0,200,0,N,83,0,1,HS,host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4320FBD144,LPC4320FBD144/3D,Cortex-M4F;M0,204,-0,0,200,0,N,83,0,1,HS,host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13027; OM13031
LPC4320FET100,LPC4320FET100,Cortex-M4F;M0,204,430,0,200,0,N,49,0,1,HS,host/device,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,1,TFBGA100,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4322JBD144,LPC4322JBD144,Cortex-M4F;M0,204,430,512,104,16,N,83,0,1,HS,host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4322JET100,LPC4322JET100,Cortex-M4F;M0,204,430,512,104,16,N,49,0,1,HS,host/device,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4323JBD144,LPC4323JBD144,Cortex-M4F;M0,204,430,512,104,16,N,83,0,1,HS,host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4323JET100,LPC4323JET100,Cortex-M4F;M0,204,430,512,104,16,N,49,0,1,HS,host/device,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4325JBD144,LPC4325JBD144,Cortex-M4F;M0,204,430,768,136,16,N,83,0,1,HS,host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4325JET100,LPC4325JET100,Cortex-M4F;M0,204,430,768,136,16,N,49,0,1,HS,host/device,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4327JBD144,LPC4327JBD144,Cortex-M4F;M0,204,430,1024,136,16,N,83,0,1,HS,host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4327JET100,LPC4327JET100,Cortex-M4F;M0,204,430,1024,136,16,N,49,0,1,HS,host/device,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4330FBD144,LPC4330FBD144,Cortex-M4F;M0,204,430,0,264,0,N,83,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4330FBD144,LPC4330FBD144/3D,Cortex-M4F;M0,204,-0,0,264,0,N,83,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13027; OM13031
LPC4330FET100,LPC4330FET100,Cortex-M4F;M0,204,430,0,264,0,N,49,1,2,HS (2x),host/device,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4330FET100,LPC4330FET100/3D,Cortex-M4F;M0,204,-0,0,264,0,N,49,1,2,HS (2x),host/device,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,0,TFBGA100,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13027; OM13031
LPC4330FET180,LPC4330FET180,Cortex-M4F;M0,204,430,0,264,0,N,118,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4330FET256,LPC4330FET256,Cortex-M4F;M0,204,430,0,264,0,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4330FET256,LPC4330FET256/3D,Cortex-M4F;M0,204,-0,0,264,0,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13027; OM13031
LPC4333FET256,LPC4333FET256,Cortex-M4F;M0,204,430,512,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13027; OM13031
LPC4333JBD144,LPC4333JBD144,Cortex-M4F;M0,204,430,512,136,16,N,83,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4333JET100,LPC4333JET100,Cortex-M4F;M0,204,430,512,136,16,N,49,1,2,HS (2x),host/device,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,1,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4333JET256,LPC4333JET256,Cortex-M4F;M0,204,430,512,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4337FET256,LPC4337FET256,Cortex-M4F;M0,204,430,1024,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13086; OM13040; OM13027; OM13082; OM13070; OM13031
LPC4337JBD144,LPC4337JBD144,Cortex-M4F;M0,204,430,1024,136,16,N,83,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027; OM13082; OM13070
LPC4337JET100,LPC4337JET100,Cortex-M4F;M0,204,430,1024,136,16,N,49,1,2,HS (2x),host/device,-0,2,4,2,3,2,4,10,10,41,32,1,1,6,1,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027; OM13082; OM13070
LPC4337JET256,LPC4337JET256,Cortex-M4F;M0,204,430,1024,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027; OM13082; OM13070
LPC4350FET180,LPC4350FET180,Cortex-M4F;M0,204,430,0,264,0,N,118,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4350FET180,LPC4350FET180/3D,Cortex-M4F;M0,204,-0,0,264,0,N,118,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13027; OM13031
LPC4350FET256,LPC4350FET256,Cortex-M4F;M0,204,430,0,264,0,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13031; OM13027
LPC4350FET256,LPC4350FET256/3D,Cortex-M4F;M0,204,-0,0,264,0,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13027; OM13031
LPC4353FET256,LPC4353FET256,Cortex-M4F;M0,204,430,512,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13040; OM13027; OM13031
LPC4353JBD208,LPC4353JBD208,Cortex-M4F;M0,204,430,512,136,16,N,142,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LQFP208,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4353JET256,LPC4353JET256,Cortex-M4F;M0,204,430,512,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13027
LPC4357FET256,LPC4357FET256,Cortex-M4F;M0,204,430,1024,136,16,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13086; OM13040; OM13027; OM13054; OM13031
LPC4357JBD208,LPC4357JBD208,Cortex-M4F;M0,204,430,1024,136,16,N,142,1,2,HS (2x),host/device,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LQFP208,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4357JET256,LPC4357JET256,Cortex-M4F;M0,204,430,1024,136,16,N,164,1,2,HS (2x),host/device,1,2,4,2,3,2,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13027
LPC4367JBD208,LPC4367JBD208,Cortex-M4F;M0,204,430,1024,154,16,N,142,1,2,-0,-0,-0,2,4,2,3,2,8,10,10,41,32,1,1,6,1,LQFP208,-40 °C to +105 °C,2.4,3.6,Production,OM13088
LPC4367JET100,LPC4367JET100,Cortex-M4F;M0,204,-0,1024,154,0,N,49,1,2,-0,-0,0,2,4,2,3,2,4,10,10,4,32,1,1,6,1,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13088
LPC4367JET256,LPC4367JET256,Cortex-M4F;M0,204,-0,1024,154,0,N,164,1,2,-0,-0,1,2,4,2,1,2,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13088
LPC4370FET100,LPC4370FET100,Cortex-M4F;M0,204,430,0,282,0,N,49,1,2,HS (2x),host/device,-0,2,4,2,3,2,3,12,10,41,32,1,1,6,0,TFBGA100,-40 °C to +85 °C,2.4,3.6,Production,OM13054
LPC4370FET100,LPC4370FET100/3D,Cortex-M4F;M0,204,-0,0,282,0,N,49,1,2,HS (2x),host/device,-0,2,4,2,3,2,3,12,10,41,32,1,1,6,0,TFBGA100,-40 °C to +85 °C,2.4,3.6,Production,OM13054
LPC4370FET256,LPC4370FET256,Cortex-M4F;M0,204,430,0,282,0,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,22,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC4370FET256,LPC4370FET256/3D,Cortex-M4F;M0,204,-0,0,282,0,N,164,1,2,HS (2x),host/device,-0,2,4,2,3,2,22,10,10,41,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S20FBD144,LPC43S20FBD144,Cortex-M4F;M0,204,430,0,200,0,Y,83,0,1,HS,host/device,0,2,4,2,3,2,8,10,10,4,32,1,1,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S20FBD144,LPC43S20FBD144/3D,Cortex-M4F;M0,204,-0,0,200,0,Y,83,0,1,HS,host/device,0,2,4,2,3,2,8,10,10,4,32,1,1,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S20FET180,LPC43S20FET180,Cortex-M4F;M0,204,430,0,200,0,Y,118,0,1,HS,host/device,0,2,4,2,3,2,8,10,10,4,32,1,1,6,0,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S30FBD144,LPC43S30FBD144,Cortex-M4F;M0,204,430,0,264,0,Y,83,1,2,HS (2x),host/device,0,2,4,2,3,2,8,10,10,4,32,1,1,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S30FBD144,LPC43S30FBD144/3D,Cortex-M4F;M0,204,-0,0,264,0,Y,83,1,2,HS (2x),host/device,0,2,4,2,3,2,8,10,10,4,32,1,1,6,0,LQFP144,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S30FET100,LPC43S30FET100,Cortex-M4F;M0,204,430,0,264,0,Y,49,1,2,HS (2x),host/device,0,2,4,2,3,2,4,10,10,4,32,1,1,6,0,TFBGA100,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S30FET256,LPC43S30FET256,Cortex-M4F;M0,204,430,0,264,0,Y,164,1,2,HS (2x),host/device,0,2,4,2,3,2,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S37JBD144,LPC43S37JBD144,Cortex-M4F;M0,204,430,1024,136,16,Y,83,1,2,HS (2x),host/device,0,2,4,1,3,2,8,10,10,4,32,1,1,6,0,LQFP144,-40 °C to +105 °C,2.4,3.6,Production,OM13073
LPC43S37JET100,LPC43S37JET100,Cortex-M4F;M0,204,430,1024,136,16,Y,49,1,2,HS (2x),host/device,0,2,4,2,3,2,4,10,10,4,32,1,1,6,0,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13073
LPC43S50FET180,LPC43S50FET180,Cortex-M4F;M0,204,430,0,264,0,Y,118,1,2,HS (2x),host/device,1,2,4,2,3,2,8,10,10,4,32,1,1,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S50FET180,LPC43S50FET180/3D,Cortex-M4F;M0,204,-0,0,264,0,Y,118,1,2,HS (2x),host/device,1,2,4,2,3,2,8,10,10,4,32,1,1,6,1,TFBGA180,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S50FET256,LPC43S50FET256,Cortex-M4F;M0,204,430,0,264,0,Y,164,1,2,HS (2x),host/device,1,2,4,2,3,2,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +85 °C,2.4,3.6,Production,OM13073
LPC43S57JBD208,LPC43S57JBD208,Cortex-M4F;M0,204,430,1024,136,16,Y,142,1,2,HS (2x),host/device,1,2,4,2,3,2,8,10,10,4,32,1,1,6,1,LQFP208,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13073
LPC43S57JET256,LPC43S57JET256,Cortex-M4F;M0,204,430,1024,136,16,Y,164,1,2,HS (2x),host/device,1,2,4,2,3,2,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13086; OM13073
LPC43S67JBD208,LPC43S67JBD208,Cortex-M4F;M0,204,430,1024,154,16,Y,142,1,2,HS (2x),host/device,-0,2,4,2,1,-0,8,10,10,41,32,1,1,6,1,LQFP208,-40 °C to +105 °C,2.4,3.6,Production,OM13084; OM13086; OM13073
LPC43S67JET100,LPC43S67JET100,Cortex-M4F;M0,204,-0,0,154,0,Y,49,1,2,HS (2x),host/device,0,2,4,2,3,-0,4,10,10,4,32,1,1,6,1,TFBGA100,-40 °C to +105 °C,2.4,3.6,Production,OM13084; OM13086; OM13073
LPC43S67JET256,LPC43S67JET256,Cortex-M4F;M0,204,-0,1024,154,0,Y,164,1,2,HS (2x),host/device,1,2,4,2,1,2,8,10,10,4,32,1,1,6,1,LBGA256,-40 °C to +105 °C,2.4,3.6,Production,OM13084; OM13086; OM13073
